"Cat_energie","prix_du_bien","prix_m2","type_de_bien","nb_pièce","nb_chambre","superficie","quartier","css-0 3"
"C","339 000 €","3 229 €/m²","Appartement à vendre","5 pièces","3 chambres","105 m²","Toulon (83000)",""
"D","380 000 €","4 419 €/m²","Villa à vendre","4 pièces","3 chambres","86 m²","Toulon (83200)",""
"","990 000 €","8 462 €/m²","Duplex à vendre - neuf","4 pièces","3 chambres","117 m²","Cap Brun , Toulon (83000)",""
"D","316 000 €","4 329 €/m²","Appartement à vendre","3 pièces","2 chambres","73 m²","Super-Toulon, Toulon (83000)","Nouveau"
"C","230 000 €","3 067 €/m²","Appartement à vendre","4 pièces","2 chambres","75 m²","Toulon (83200)","Nouveau"
"C","900 000 €","4 036 €/m²","Maison à vendre","9 pièces","6 chambres","223 m²","La Serinette, Toulon (83000)","Nouveau"
"D","119 000 €","2 902 €/m²","Appartement à vendre","2 pièces","1 chambre","41 m²","Le Port, Toulon (83000)",""
"C","455 000 €","5 353 €/m²","Appartement à vendre","4 pièces","3 chambres","85 m²","Toulon (83000)","Nouveau"
"F","149 000 €","2 224 €/m²","Appartement à vendre","4 pièces","3 chambres","67 m²","Toulon (83200)","Nouveau"
"C","589 000 €","4 517 €/m²","Maison de plain-pied à vendre","5 pièces","3 chambres","130,4 m²","Toulon (83200)","Nouveau"
"D","525 000 €","4 953 €/m²","Maison à vendre","6 pièces","3 chambres","106 m²","Notre Dame des Routes, Toulon (83200)",""
"","598 500 €","","Appartement à vendre","4 pièces","3 chambres","Étage 6/6","La Serinette, Toulon (83000)",""
"C","300 000 €","6 000 €/m²","Maison de plain-pied à vendre","2 pièces","1 chambre","50 m²","Trois Quartiers-Siblas, Toulon (83000)",""
"C","390 000 €","4 333 €/m²","Maison à vendre","4 pièces","3 chambres","90 m²","Les Routes, Toulon (83200)",""
"C","159 000 €","2 155 €/m²","Appartement à vendre","3 pièces","73,8 m²","RDC","Toulon (83000)",""
"D","684 000 €","5 029 €/m²","Villa à vendre","5 pièces","4 chambres","136 m²","Toulon (83200)",""
"D","410 000 €","5 256 €/m²","Maison de plain-pied à vendre","4 pièces","3 chambres","78 m²","Hubac-Nord-Faron, Toulon (83200)",""
"C","239 000 €","3 983 €/m²","Appartement à vendre","3 pièces","2 chambres","60 m²","Cap Brun , Toulon (83000)",""
"E","144 000 €","2 361 €/m²","Appartement à vendre","3 pièces","2 chambres","61 m²","Pont-du-Las, Toulon (83200)",""
"C","860 000 €","4 526 €/m²","Villa à vendre","6 pièces","4 chambres","190 m²","Le Faron-Fort-Rouge, Toulon (83200)",""
"E","590 000 €","3 554 €/m²","Maison à vendre","5 pièces","5 chambres","166 m²","Toulon (83100)",""
"C","277 000 €","3 011 €/m²","Appartement à vendre","4 pièces","3 chambres","92 m²","La Rode, Toulon (83000)",""
"A","200 000 €","3 269 €/m²","Appartement à vendre","3 pièces","2 chambres","61,2 m²","Saint Roch, Toulon (83100)",""
"D","315 000 €","5 592 €/m²","Appartement à vendre","3 pièces","2 chambres","56,3 m²","Mourillon-Sud, Toulon (83000)",""
"D","232 000 €","4 936 €/m²","Appartement à vendre","2 pièces","1 chambre","47 m²","Champ de Mars, Toulon (83000)",""
"D","480 000 €","2 807 €/m²","Maison à vendre","6 pièces","4 chambres","171 m²","Saint Jean du Var, Toulon (83100)",""
"C","299 000 €","3 215 €/m²","Appartement à vendre","4 pièces","3 chambres","93 m²","Toulon (83000)",""
"C","495 000 €","5 333 €/m²","Maison à vendre","4 pièces","3 chambres","92,8 m²","Trois Quartiers-Siblas, Toulon (83100)",""
"","900 000 €","9 474 €/m²","Duplex à vendre - neuf","4 pièces","3 chambres","95 m²","Cap Brun , Toulon (83000)",""
"","443 000 €","7 145 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","62 m²","Cap Brun , Toulon (83000)",""
"D","144 000 €","2 118 €/m²","Appartement à vendre","4 pièces","2 chambres","68 m²","Toulon (83000)","Nouveau"
"D","149 000 €","2 246 €/m²","Appartement à vendre","4 pièces","3 chambres","66,3 m²","Champ de Mars, Toulon (83000)",""
"D","213 000 €","2 840 €/m²","Appartement à vendre","3 pièces","2 chambres","75 m²","Toulon (83000)",""
"E","478 800 €","4 237 €/m²","Maison à vendre","5 pièces","3 chambres","113 m²","Notre Dame des Routes, Toulon (83000)",""
"E","172 000 €","2 293 €/m²","Appartement à vendre","3 pièces","2 chambres","75 m²","Toulon (83000)","Nouveau"
"E","109 000 €","2 335 €/m²","Appartement à vendre","3 pièces","2 chambres","46,7 m²","Toulon (83000)","Nouveau"
"C","192 000 €","3 048 €/m²","Appartement à vendre","3 pièces","2 chambres","63 m²","Toulon (83000)","Nouveau"
"F","147 000 €","3 736 €/m²","Appartement à vendre","2 pièces","1 chambre","39,4 m²","Toulon (83000)","Nouveau"
"A","460 000 €","7 302 €/m²","Appartement à vendre","3 pièces","2 chambres","63 m²","Cap Brun , Toulon (83000)",""
"E","121 000 €","5 762 €/m²","Appartement à vendre","1 pièce","21 m²","5ème étage","Champ de Mars, Toulon (83000)",""
"C","305 000 €","3 506 €/m²","Appartement à vendre","4 pièces","2 chambres","87 m²","Toulon (83000)","Nouveau"
"B","880 000 €","7 333 €/m²","Appartement à vendre","5 pièces","3 chambres","120 m²","Mourillon-Centre, Toulon (83000)",""
"C","211 000 €","2 740 €/m²","Appartement à vendre","3 pièces","1 chambre","77 m²","Port de Plaisance, Toulon (83000)",""
"C","345 000 €","4 600 €/m²","Appartement à vendre","4 pièces","2 chambres","75 m²","Toulon (83000)",""
"C","275 000 €","4 435 €/m²","Appartement à vendre","3 pièces","2 chambres","62 m²","Mourillon-Centre, Toulon (83000)",""
"C","325 000 €","3 824 €/m²","Appartement à vendre","4 pièces","2 chambres","85 m²","Super-Toulon, Toulon (83000)",""
"","229 023 €","4 580 €/m²","Appartement à vendre - neuf","2 pièces","1 chambre","50 m²","Toulon (83000)",""
"C","149 000 €","2 099 €/m²","Appartement à vendre","3 pièces","2 chambres","71 m²","Toulon (83200)",""
"C","1 200 000 €","8 571 €/m²","Maison à vendre","5 pièces","3 chambres","140 m²","Toulon (83000)",""
"E","316 000 €","4 270 €/m²","Appartement à vendre","3 pièces","2 chambres","74 m²","Super-Toulon, Toulon (83000)",""
"B","549 000 €","4 357 €/m²","Maison de ville à vendre","5 pièces","4 chambres","126 m²","Trois Quartiers-Siblas, Toulon (83000)",""
"D","830 000 €","3 402 €/m²","Maison à vendre","9 pièces","5 chambres","244 m²","Toulon (83200)",""
"E","320 000 €","2 689 €/m²","Appartement à vendre","5 pièces","3 chambres","119 m²","Toulon (83000)",""
"D","159 000 €","2 769 €/m²","Appartement à vendre","2 pièces","1 chambre","57,4 m²","Toulon (83000)",""
"E","71 500 €","2 979 €/m²","Appartement à vendre","1 pièce","24 m²","RDC","Toulon (83200)",""
"C","129 000 €","3 395 €/m²","Appartement à vendre","2 pièces","1 chambre","38 m²","Toulon (83200)","Nouveau"
"E","252 000 €","3 600 €/m²","Appartement à vendre","4 pièces","3 chambres","70 m²","Toulon (83000)","Nouveau"
"D","299 900 €","2 912 €/m²","Appartement à vendre","5 pièces","3 chambres","103 m²","Toulon (83000)","Nouveau"
"C","185 000 €","2 846 €/m²","Appartement à vendre","3 pièces","2 chambres","65 m²","Place d'Armes, Toulon (83000)",""
"C","885 000 €","6 321 €/m²","Maison à vendre","6 pièces","3 chambres","140 m²","Cap Brun , Toulon (83000)",""
"C","160 000 €","2 162 €/m²","Appartement à vendre","3 pièces","2 chambres","74 m²","Champ de Mars, Toulon (83000)",""
"C","459 000 €","16 393 €/m²","Appartement à vendre","1 pièce","28 m²","Étage 3/5","Besagne, Toulon (83000)",""
"D","95 000 €","2 317 €/m²","Appartement à vendre","2 pièces","1 chambre","41 m²","La Roseraie, Toulon (83000)",""
"D","269 000 €","2 781 €/m²","Appartement à vendre","3 pièces","2 chambres","96,7 m²","Le Port, Toulon (83000)",""
"D","129 000 €","2 580 €/m²","Maison à vendre","2 pièces","1 chambre","50 m²","La Serinette, Toulon (83000)",""
"C","645 000 €","4 144 €/m²","Maison à vendre","7 pièces","4 chambres","155,7 m²","La Garde (83130)",""
"D","320 000 €","4 000 €/m²","Appartement à vendre","4 pièces","3 chambres","80 m²","Toulon (83000)",""
"B","536 000 €","8 000 €/m²","Appartement à vendre","3 pièces","2 chambres","67 m²","Cap Brun , Toulon (83000)",""
"C","899 000 €","7 555 €/m²","Appartement à vendre","4 pièces","3 chambres","119 m²","Mourillon-Sud, Toulon (83000)",""
"E","125 000 €","2 941 €/m²","Appartement à vendre","2 pièces","1 chambre","42,5 m²","Saint Jean du Var, Toulon (83100)",""
"D","179 000 €","2 387 €/m²","Appartement à vendre","3 pièces","2 chambres","75 m²","Saint Jean du Var, Toulon (83100)",""
"D","180 000 €","4 865 €/m²","Appartement à vendre","2 pièces","1 chambre","37 m²","Place d'Armes, Toulon (83000)",""
"C","2 496 000 €","8 048 €/m²","Villa à vendre","9 pièces","7 chambres","310,2 m²","Mourillon-Sud, Toulon (83000)",""
"E","160 000 €","2 909 €/m²","Appartement à vendre","2 pièces","1 chambre","55 m²","Toulon (83100)",""
"","2 800 000 €","4 870 €/m²","Villa à vendre","18 pièces","3 chambres","575 m²","Cap Brun , Toulon (83000)",""
"D","120 000 €","2 264 €/m²","Appartement à vendre","3 pièces","2 chambres","53 m²","Toulon (83000)",""
"C","223 000 €","2 852 €/m²","Appartement à vendre","4 pièces","2 chambres","78,2 m²","Toulon (83000)",""
"D","124 000 €","1 879 €/m²","Appartement à vendre","4 pièces","3 chambres","66 m²","Toulon (83000)","Nouveau"
"B","164 000 €","3 489 €/m²","Appartement à vendre","2 pièces","1 chambre","47 m²","Toulon (83100)","Nouveau"
"B","1 090 000 €","5 142 €/m²","Appartement à vendre","5 pièces","3 chambres","212 m²","Toulon (83000)",""
"C","1 900 000 €","9 500 €/m²","Maison à vendre","7 pièces","5 chambres","200 m²","Toulon (83000)","Nouveau"
"A","325 000 €","2 955 €/m²","Maison à vendre","6 pièces","3 chambres","110 m²","Toulon (83000)","Nouveau"
"D","937 900 €","4 666 €/m²","Villa à vendre","11 pièces","7 chambres","201 m²","Trois Quartiers-Siblas, Toulon (83000)",""
"C","Bouquet 521 880 €","","Maison en viager · occupé","6 pièces","4 chambres","185 m²","Les Ameniers, Toulon (83000)",""
"C","795 000 €","3 841 €/m²","Villa à vendre","7 pièces","5 chambres","207 m²","Valbertrand, Toulon (83200)",""
"C","210 000 €","3 182 €/m²","Appartement à vendre","3 pièces","2 chambres","66 m²","La Roseraie, Toulon (83100)",""
"","234 519 €","3 783 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","62 m²","Toulon (83200)","Nouveau"
"","1 133 640 €","7 568 €/m²","Appartement à vendre - neuf","4 pièces","3 chambres","149,8 m²","La Rode, Toulon (83000)",""
"C","310 000 €","2 895 €/m²","Appartement à vendre","5 pièces","4 chambres","107,1 m²","Toulon (83000)",""
"B","1 290 000 €","5 864 €/m²","Maison à vendre","8 pièces","5 chambres","220 m²","Mourillon-Centre, Toulon (83000)","Nouveau"
"D","108 000 €","2 077 €/m²","Appartement à vendre","2 pièces","1 chambre","52 m²","Champ de Mars, Toulon (83000)",""
"C","130 000 €","3 939 €/m²","Appartement à vendre","2 pièces","1 chambre","33 m²","Cathedrale, Toulon (83000)",""
"C","257 250 €","4 513 €/m²","Duplex à vendre","3 pièces","2 chambres","57 m²","Barbès-Valbourdin , Toulon (83200)",""
"C","139 000 €","2 422 €/m²","Appartement à vendre","3 pièces","2 chambres","57,4 m²","Toulon (83200)",""
"A","939 000 €","4 211 €/m²","Maison à vendre","7 pièces","6 chambres","223 m²","La Serinette, Toulon (83000)",""
"D","148 000 €","2 387 €/m²","Appartement à vendre","3 pièces","2 chambres","62 m²","Toulon (83200)",""
"C","98 000 €","4 083 €/m²","Appartement à vendre","1 pièce","24 m²","Étage 3/5","Besagne, Toulon (83000)",""
"D","599 000 €","5 651 €/m²","Villa à vendre","5 pièces","4 chambres","106 m²","Sainte Musse, La Garde (83130)",""
"D","145 000 €","2 987 €/m²","Appartement à vendre","3 pièces","2 chambres","48,6 m²","Le Port, Toulon (83000)",""
"B","265 000 €","4 417 €/m²","Appartement à vendre","2 pièces","1 chambre","60 m²","Toulon (83000)",""
"C","147 000 €","2 333 €/m²","Appartement à vendre","3 pièces","2 chambres","63 m²","Saint Roch, Toulon (83200)",""
"C","595 000 €","3 500 €/m²","Maison à vendre","6 pièces","4 chambres","170 m²","Notre Dame des Routes, Toulon (83200)",""
"E","668 000 €","4 912 €/m²","Maison à vendre","5 pièces","4 chambres","136 m²","Toulon (83100)",""
"D","694 000 €","4 957 €/m²","Maison à vendre","5 pièces","3 chambres","140 m²","Notre Dame des Routes, Toulon (83200)",""
"C","198 000 €","2 063 €/m²","Appartement à vendre","4 pièces","3 chambres","96 m²","Toulon (83000)","Nouveau"
"A","599 000 €","3 744 €/m²","Appartement à vendre","5 pièces","3 chambres","160 m²","Puget-Théâtre, Toulon (83000)",""
"C","148 000 €","2 643 €/m²","Appartement à vendre","3 pièces","2 chambres","56 m²","Toulon (83100)",""
"D","315 000 €","3 058 €/m²","Appartement à vendre","4 pièces","103 m²","Étage 1/21","Toulon (83000)",""
"F","455 000 €","3 922 €/m²","Appartement à vendre","5 pièces","2 chambres","116 m²","Mourillon-Centre, Toulon (83000)",""
"D","1 290 000 €","5 864 €/m²","Maison à vendre","8 pièces","5 chambres","220 m²","Toulon (83000)","Nouveau"
"E","175 000 €","2 134 €/m²","Appartement à vendre","4 pièces","2 chambres","82 m²","Toulon (83000)",""
"D","155 000 €","2 411 €/m²","Appartement à vendre","3 pièces","2 chambres","64,3 m²","Toulon (83000)",""
"B","1 290 000 €","5 864 €/m²","Maison à vendre","8 pièces","5 chambres","220 m²","Mourillon-Centre, Toulon (83000)","Nouveau"
"E","110 000 €","3 667 €/m²","Appartement à vendre","1 pièce","30 m²","Étage 4/4","Cathedrale, Toulon (83000)",""
"","236 496 €","5 255 €/m²","Appartement à vendre - neuf","2 pièces","1 chambre","45 m²","Valbertrand, Toulon (83000)",""
"","215 396 €","4 787 €/m²","Appartement à vendre - neuf","2 pièces","1 chambre","45 m²","Valbertrand, Toulon (83000)",""
"","233 419 €","5 187 €/m²","Appartement à vendre - neuf","2 pièces","1 chambre","45 m²","Valbertrand, Toulon (83000)",""
"","229 023 €","4 580 €/m²","Appartement à vendre - neuf","2 pièces","1 chambre","50 m²","Valbertrand, Toulon (83000)",""
"A","745 000 €","5 321 €/m²","Terrain avec maison neuve à vendre","4 pièces","4 chambres","140 m²","Aguillon, Toulon (83000)",""
"D","220 000 €","2 821 €/m²","Appartement à vendre","4 pièces","2 chambres","78 m²","Place d'Armes, Toulon (83000)",""
"D","171 000 €","2 758 €/m²","Appartement à vendre","3 pièces","2 chambres","62 m²","Temple, Toulon (83200)",""
"D","179 000 €","2 183 €/m²","Appartement à vendre","4 pièces","3 chambres","82 m²","Saint Roch, Toulon (83000)",""
"F","530 000 €","3 841 €/m²","Maison à vendre","6 pièces","3 chambres","138 m²","Valbertrand, Toulon (83200)",""
"","290 000 €","5 000 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","58 m²","La Palasse, Toulon (83100)",""
"D","140 000 €","2 545 €/m²","Appartement à vendre","3 pièces","2 chambres","55 m²","Rodeilhac, Toulon (83200)",""
"","206 604 €","5 165 €/m²","Appartement à vendre - neuf","2 pièces","1 chambre","40 m²","Temple, Toulon (83000)",""
"","1 260 000 €","8 344 €/m²","Duplex à vendre - neuf","4 pièces","3 chambres","151 m²","Aguillon, Toulon (83000)",""
"C","259 000 €","5 756 €/m²","Maison à vendre","3 pièces","2 chambres","45 m²","Trois Quartiers-Siblas, Toulon (83000)",""
"C","259 000 €","5 756 €/m²","Appartement à vendre","3 pièces","2 chambres","45 m²","Trois Quartiers-Siblas, Toulon (83000)",""
"","232 038 €","5 274 €/m²","Appartement à vendre - neuf","2 pièces","44 m²","","La Roseraie, Toulon (83100)",""
"C","219 000 €","4 448 €/m²","Appartement à vendre","3 pièces","2 chambres","49,2 m²","Toulon (83000)",""
"B","212 000 €","3 297 €/m²","Appartement à vendre","3 pièces","2 chambres","64,3 m²","Toulon (83200)","Nouveau"
"E","573 000 €","5 051 €/m²","Appartement à vendre","4 pièces","4 chambres","113,5 m²","Mourillon-Sud, Toulon (83000)",""
"D","545 000 €","4 955 €/m²","Villa à vendre","5 pièces","3 chambres","110 m²","Les Routes, Toulon (83200)",""
"D","314 000 €","3 925 €/m²","Appartement à vendre","4 pièces","3 chambres","80 m²","Mourillon-Centre, Toulon (83000)",""
"","580 000 €","5 273 €/m²","Duplex à vendre","5 pièces","4 chambres","110 m²","Toulon (83100)",""
"","240 000 €","3 582 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","67 m²","Toulon (83000)","Nouveau"
"","250 000 €","4 032 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","62 m²","Toulon (83000)","Nouveau"
"B","180 000 €","2 760 €/m²","Appartement à vendre","4 pièces","2 chambres","65,2 m²","Toulon (83200)",""
"","200 010 €","4 696 €/m²","Appartement à vendre - neuf","2 pièces","42,6 m²","3ème étage","Valbertrand, Toulon (83200)",""
"D","139 000 €","3 564 €/m²","Appartement à vendre","1 pièce","39 m²","Étage 2/5","Le Port, Toulon (83000)",""
"","229 023 €","4 566 €/m²","Appartement à vendre - neuf","2 pièces","50,2 m²","1er étage","Valbertrand, Toulon (83200)",""
"","236 496 €","5 193 €/m²","Appartement à vendre - neuf","2 pièces","45,5 m²","3ème étage","Valbertrand, Toulon (83200)",""
"","299 147 €","4 602 €/m²","Appartement à vendre - neuf","3 pièces","65 m²","","La Roseraie, Toulon (83100)",""
"","215 396 €","4 730 €/m²","Appartement à vendre - neuf","2 pièces","45,5 m²","4ème étage","Valbertrand, Toulon (83200)",""
"C","429 000 €","3 250 €/m²","Appartement à vendre","4 pièces","3 chambres","132 m²","Puget-Théâtre, Toulon (83100)",""
"B","787 500 €","4 257 €/m²","Appartement à vendre","5 pièces","3 chambres","185 m²","Toulon (83000)",""
"C","438 000 €","5 093 €/m²","Appartement à vendre","3 pièces","2 chambres","86 m²","Toulon (83000)",""
"D","1 100 000 €","9 565 €/m²","Appartement à vendre","3 pièces","2 chambres","115 m²","Cap Brun , Toulon (83000)",""
"","283 000 €","4 573 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","61,9 m²","Pont de Suve-Collet de Gipon, Toulon (83100)",""
"C","159 000 €","3 878 €/m²","Appartement à vendre","2 pièces","1 chambre","41 m²","Toulon (83200)","Nouveau"
"C","528 000 €","3 692 €/m²","Appartement à vendre","5 pièces","3 chambres","143 m²","Toulon (83000)","Nouveau"
"D","159 000 €","3 533 €/m²","Appartement à vendre","2 pièces","1 chambre","45 m²","Mourillon-Centre, Toulon (83000)",""
"C","215 000 €","1 991 €/m²","Appartement à vendre","5 pièces","4 chambres","108 m²","Champ de Mars, Toulon (83000)",""
"C","Bouquet 151 500 €","et 513 €/mois","Maison en viager · occupé","5 pièces","4 chambres","105 m²","Super-Toulon, Toulon (83000)",""
"D","180 200 €","3 778 €/m²","Appartement à vendre","2 pièces","1 chambre","47,7 m²","Super-Toulon, Toulon (83000)",""
"D","230 000 €","2 840 €/m²","Appartement à vendre","3 pièces","2 chambres","81 m²","Champ de Mars, Toulon (83000)",""
"C","579 000 €","4 420 €/m²","Maison à vendre","7 pièces","6 chambres","131 m²","La Palasse, Toulon (83100)",""
"","275 619 €","4 257 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","64,7 m²","Toulon (83000)",""
"D","1 160 000 €","4 640 €/m²","Maison à vendre","5 pièces","4 chambres","250 m²","Toulon (83200)",""
"C","225 000 €","2 744 €/m²","Appartement à vendre","4 pièces","2 chambres","82 m²","Toulon (83200)",""
"A","211 000 €","3 403 €/m²","Appartement à vendre","3 pièces","2 chambres","62 m²","Toulon (83000)",""
"C","378 000 €","3 979 €/m²","Appartement à vendre","5 pièces","3 chambres","95 m²","Toulon (83000)",""
"C","199 000 €","4 055 €/m²","Appartement à vendre","2 pièces","1 chambre","49,1 m²","Toulon (83000)",""
"E","142 000 €","2 784 €/m²","Appartement à vendre","2 pièces","1 chambre","51 m²","Champ de Mars, Toulon (83000)",""
"D","116 000 €","2 320 €/m²","Appartement à vendre","2 pièces","1 chambre","50 m²","Pont-du-Las, Toulon (83200)",""
"A","435 000 €","5 370 €/m²","Maison à vendre","4 pièces","3 chambres","81 m²","Toulon (83200)",""
"E","124 000 €","1 476 €/m²","Appartement en viager","4 pièces","2 chambres","84 m²","Champ de Mars, Toulon (83000)",""
"D","194 250 €","3 286 €/m²","Appartement à vendre","3 pièces","2 chambres","59,1 m²","Toulon (83200)",""
"D","213 000 €","2 803 €/m²","Appartement à vendre","3 pièces","2 chambres","76 m²","Toulon (83200)",""
"C","139 000 €","3 475 €/m²","Appartement à vendre","2 pièces","1 chambre","40 m²","Toulon (83200)",""
"D","150 000 €","2 239 €/m²","Appartement à vendre","4 pièces","3 chambres","67 m²","Champ de Mars, Toulon (83000)","Nouveau"
"C","697 000 €","3 485 €/m²","Maison à vendre","8 pièces","6 chambres","200 m²","Valbertrand, Toulon (83200)","Nouveau"
"D","109 000 €","1 603 €/m²","Appartement à vendre","4 pièces","3 chambres","68 m²","Toulon (83000)","Nouveau"
"D","181 000 €","2 917 €/m²","Appartement à vendre","3 pièces","2 chambres","62,1 m²","Toulon (83000)",""
"C","645 000 €","4 144 €/m²","Maison à vendre","7 pièces","4 chambres","155,7 m²","La Garde (83130)",""
"D","570 000 €","4 453 €/m²","Villa à vendre","5 pièces","4 chambres","128 m²","Toulon (83200)","Nouveau"
"C","229 000 €","4 490 €/m²","Appartement à vendre","2 pièces","1 chambre","51 m²","Toulon (83100)",""
"C","Bouquet 415 000 €","","Appartement en viager","5 pièces","3 chambres","117 m²","Toulon (83000)",""
"D","282 000 €","2 938 €/m²","Appartement à vendre","5 pièces","4 chambres","96 m²","Centre Ville, Toulon (83000)",""
"","269 465 €","4 417 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","61 m²","Valbertrand, Toulon (83000)",""
"","258 915 €","4 315 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","60 m²","Valbertrand, Toulon (83000)",""
"","264 190 €","4 261 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","62 m²","Valbertrand, Toulon (83000)",""
"","254 519 €","4 242 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","60 m²","Valbertrand, Toulon (83000)",""
"","275 179 €","4 511 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","61 m²","Valbertrand, Toulon (83000)",""
"","281 333 €","4 689 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","60 m²","Valbertrand, Toulon (83000)",""
"","259 794 €","4 558 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","57 m²","Valbertrand, Toulon (83000)",""
"","275 619 €","4 307 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","64 m²","Valbertrand, Toulon (83000)",""
"","270 344 €","4 159 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","65 m²","Valbertrand, Toulon (83000)",""
"","280 894 €","4 389 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","64 m²","Valbertrand, Toulon (83000)",""
"","259 794 €","4 558 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","57 m²","Valbertrand, Toulon (83000)",""
"","278 256 €","4 281 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","65 m²","Valbertrand, Toulon (83000)",""
"","267 706 €","4 318 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","62 m²","Valbertrand, Toulon (83000)",""
"D","499 000 €","2 772 €/m²","Maison à vendre","9 pièces","7 chambres","180 m²","Toulon (83000)",""
"","259 794 €","4 190 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","62 m²","Valbertrand, Toulon (83000)",""
"C","750 000 €","5 435 €/m²","Maison à vendre","8 pièces","6 chambres","138 m²","Cap Brun , Toulon (83000)",""
"D","399 000 €","3 627 €/m²","Maison à vendre","5 pièces","3 chambres","110 m²","Toulon (83000)",""
"B","349 000 €","5 915 €/m²","Appartement à vendre","3 pièces","2 chambres","59 m²","Cap Brun , Toulon (83000)",""
"C","74 000 €","1 057 €/m²","Appartement en viager","3 pièces","1 chambre","70 m²","Toulon (83000)",""
"A","2 890 000 €","8 305 €/m²","Maison à vendre","4 pièces","3 chambres","348 m²","Toulon (83200)",""
"B","269 000 €","2 892 €/m²","Appartement à vendre","3 pièces","2 chambres","93 m²","Puget-Théâtre, Toulon (83000)",""
"B","399 000 €","5 864 €/m²","Appartement à vendre","3 pièces","2 chambres","68 m²","Cap Brun , Toulon (83000)",""
"D","131 000 €","4 367 €/m²","Appartement à vendre","1 pièce","30 m²","Étage 1/4","Besagne, Toulon (83000)",""
"C","118 000 €","3 933 €/m²","Appartement à vendre","2 pièces","1 chambre","30 m²","Toulon (83000)",""
"D","660 000 €","3 976 €/m²","Villa à vendre","7 pièces","4 chambres","166 m²","La Serinette, Toulon (83000)",""
"C","139 000 €","4 062 €/m²","Appartement à vendre","2 pièces","1 chambre","34,2 m²","Toulon (83200)","Nouveau"
"D","169 000 €","2 504 €/m²","Appartement à vendre","4 pièces","3 chambres","67,5 m²","Toulon (83000)","Nouveau"
"C","750 000 €","5 556 €/m²","Maison à vendre","5 pièces","3 chambres","135 m²","Toulon (83000)",""
"C","119 000 €","5 233 €/m²","Appartement à vendre","1 pièce","22,7 m²","Étage 2/2","Toulon (83200)","Nouveau"
"","1 128 940 €","7 403 €/m²","Appartement à vendre - neuf","4 pièces","3 chambres","152,5 m²","La Rode, Toulon (83000)",""
"","522 000 €","8 419 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","62 m²","","Programme Neuf"
"","410 000 €","6 308 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","65 m²","","Programme Neuf"
"","584 000 €","7 584 €/m²","Appartement à vendre - neuf","3 pièces","2 chambres","77 m²","","Programme Neuf"
"F","530 000 €","3 869 €/m²","Villa à vendre","5 pièces","3 chambres","137 m²","Valbertrand, Toulon (83200)",""
"D","960 000 €","5 189 €/m²","Maison à vendre","9 pièces","5 chambres","185 m²","Cap Brun , Toulon (83000)",""
"F","95 000 €","4 318 €/m²","Appartement à vendre","1 pièce","22 m²","Étage 4/4","Puget-Théâtre, Toulon (83000)",""
"F","850 000 €","7 798 €/m²","Maison à vendre","5 pièces","3 chambres","109 m²","Toulon (83100)",""
"C","230 000 €","3 032 €/m²","Appartement à vendre","4 pièces","2 chambres","75,9 m²","Le Jonquet, Toulon (83200)",""
"B","466 000 €","6 052 €/m²","Appartement à vendre","3 pièces","2 chambres","77 m²","Toulon (83000)",""
"D","195 000 €","2 349 €/m²","Appartement à vendre","3 pièces","1 chambre","83 m²","Le Port, Toulon (83000)",""
"C","262 000 €","2 404 €/m²","Appartement à vendre","5 pièces","3 chambres","109 m²","Champ de Mars, Toulon (83000)",""
"D","398 000 €","5 038 €/m²","Maison à vendre","4 pièces","3 chambres","79 m²","Dardenne Hubac-Les Favières, Toulon (83200)",""
"A","885 000 €","7 629 €/m²","Duplex à vendre","4 pièces","3 chambres","116 m²","Cap Brun , Toulon (83000)",""
"B","885 000 €","7 629 €/m²","Appartement à vendre","4 pièces","3 chambres","116 m²","Cap Brun , Toulon (83000)",""
"D","140 000 €","2 029 €/m²","Appartement à vendre","3 pièces","2 chambres","69 m²","Barbès-Valbourdin , Toulon (83200)",""
"A","459 000 €","5 030 €/m²","Maison à vendre","4 pièces","3 chambres","91,3 m²","Valbertrand, Toulon (83200)",""
